driver_gender,driver_race,search_conducted,contraband_found,duration,stop_outcome,is_arrested,stop_time,driver_age,speeding_violations,other_violations,registration_plates_violations,moving_violations,cell_phone_violations,COUNT(id)
M,White,t,f,16-30 min,arrest,f,Late Evening,22-29,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,22-29,f,f,t,f,f,2
M,White,t,f,16-30 min,arrest,f,Late Evening,22-29,f,t,f,f,f,5
M,White,t,f,16-30 min,arrest,f,Late Evening,22-29,f,t,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,22-29,t,f,f,f,f,2
M,White,t,f,16-30 min,arrest,f,Late Evening,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,arrest,f,Late Evening,30-39,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,30-39,f,t,f,f,f,5
M,White,t,f,16-30 min,arrest,f,Late Evening,30-39,t,f,f,f,f,2
M,White,t,f,16-30 min,arrest,f,Late Evening,40-49,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,40-49,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,f,Late Evening,40-49,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,50-59,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,f,Late Evening,50-59,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Morning,21 and under,f,f,f,f,f,3
M,White,t,f,16-30 min,arrest,f,Morning,21 and under,f,t,f,f,f,5
M,White,t,f,16-30 min,arrest,f,Morning,22-29,f,f,f,f,f,9
M,White,t,f,16-30 min,arrest,f,Morning,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,f,Morning,22-29,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Morning,22-29,f,t,f,f,f,4
M,White,t,f,16-30 min,arrest,f,Morning,22-29,t,f,f,f,f,5
M,White,t,f,16-30 min,arrest,f,Morning,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,arrest,f,Morning,30-39,f,f,t,f,f,3
M,White,t,f,16-30 min,arrest,f,Morning,30-39,f,t,f,f,f,3
M,White,t,f,16-30 min,arrest,f,Morning,30-39,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,f,Morning,30-39,t,f,t,f,f,1
M,White,t,f,16-30 min,arrest,f,Morning,40-49,f,f,f,f,f,4
M,White,t,f,16-30 min,arrest,f,Morning,40-49,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,f,Morning,40-49,f,t,f,f,f,4
M,White,t,f,16-30 min,arrest,f,Morning,40-49,t,f,f,f,f,3
M,White,t,f,16-30 min,arrest,f,Morning,50-59,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,f,Morning,50-59,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,21 and under,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,22-29,f,f,f,f,f,4
M,White,t,f,16-30 min,arrest,t,Afternoon,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,22-29,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,22-29,f,t,f,f,f,5
M,White,t,f,16-30 min,arrest,t,Afternoon,30-39,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,30-39,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,30-39,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Afternoon,40-49,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,40-49,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Afternoon,50-59,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,50-59,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,50-59,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Afternoon,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Afternoon,60 and over,f,t,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,21 and under,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,21 and under,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,22-29,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,22-29,f,t,f,f,f,5
M,White,t,f,16-30 min,arrest,t,Early Evening,30-39,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,30-39,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Early Evening,30-39,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,40-49,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,40-49,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,40-49,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,40-49,f,t,f,f,f,3
M,White,t,f,16-30 min,arrest,t,Early Evening,50-59,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,50-59,f,f,f,t,f,2
M,White,t,f,16-30 min,arrest,t,Early Evening,50-59,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,50-59,f,t,f,f,f,3
M,White,t,f,16-30 min,arrest,t,Early Evening,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Early Evening,60 and over,f,t,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,21 and under,f,f,f,t,f,6
M,White,t,f,16-30 min,arrest,t,Late Evening,21 and under,f,f,t,f,f,2
M,White,t,f,16-30 min,arrest,t,Late Evening,21 and under,f,t,f,f,f,6
M,White,t,f,16-30 min,arrest,t,Late Evening,21 and under,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,22-29,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,22-29,f,f,f,t,f,5
M,White,t,f,16-30 min,arrest,t,Late Evening,22-29,f,t,f,f,f,13
M,White,t,f,16-30 min,arrest,t,Late Evening,22-29,t,f,f,f,f,4
M,White,t,f,16-30 min,arrest,t,Late Evening,30-39,f,f,f,f,f,3
M,White,t,f,16-30 min,arrest,t,Late Evening,30-39,f,f,f,t,f,2
M,White,t,f,16-30 min,arrest,t,Late Evening,30-39,f,t,f,f,f,21
M,White,t,f,16-30 min,arrest,t,Late Evening,30-39,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,40-49,f,f,f,t,f,4
M,White,t,f,16-30 min,arrest,t,Late Evening,40-49,f,f,t,f,f,2
M,White,t,f,16-30 min,arrest,t,Late Evening,40-49,f,t,f,f,f,6
M,White,t,f,16-30 min,arrest,t,Late Evening,40-49,f,t,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,40-49,t,f,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Late Evening,50-59,f,f,f,t,f,4
M,White,t,f,16-30 min,arrest,t,Late Evening,50-59,f,t,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,60 and over,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Late Evening,60 and over,f,t,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,21 and under,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Morning,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,21 and under,f,t,f,f,f,3
M,White,t,f,16-30 min,arrest,t,Morning,21 and under,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,22-29,f,f,f,t,f,4
M,White,t,f,16-30 min,arrest,t,Morning,22-29,f,t,f,f,f,9
M,White,t,f,16-30 min,arrest,t,Morning,22-29,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,30-39,f,t,f,f,f,3
M,White,t,f,16-30 min,arrest,t,Morning,30-39,t,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,40-49,f,f,f,f,f,1
M,White,t,f,16-30 min,arrest,t,Morning,40-49,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Morning,40-49,f,t,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Morning,50-59,f,f,f,f,f,2
M,White,t,f,16-30 min,arrest,t,Morning,50-59,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Morning,50-59,f,t,f,f,f,4
M,White,t,f,16-30 min,arrest,t,Morning,50-59,f,t,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Morning,60 and over,f,f,f,t,f,1
M,White,t,f,16-30 min,arrest,t,Morning,60 and over,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,21 and under,f,f,f,f,f,4
M,White,t,f,16-30 min,ticket,f,Afternoon,21 and under,f,f,t,f,f,2
M,White,t,f,16-30 min,ticket,f,Afternoon,21 and under,f,t,f,f,f,4
M,White,t,f,16-30 min,ticket,f,Afternoon,21 and under,t,f,f,f,f,6
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,f,f,f,f,f,10
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,f,f,f,f,t,1
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,f,f,f,t,f,6
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,f,f,t,f,f,5
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,f,t,f,f,f,5
M,White,t,f,16-30 min,ticket,f,Afternoon,22-29,t,f,f,f,f,11
M,White,t,f,16-30 min,ticket,f,Afternoon,30-39,f,f,f,f,t,1
M,White,t,f,16-30 min,ticket,f,Afternoon,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,30-39,f,f,t,f,f,3
M,White,t,f,16-30 min,ticket,f,Afternoon,30-39,f,t,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Afternoon,30-39,t,f,f,f,f,2
M,White,t,f,16-30 min,ticket,f,Afternoon,40-49,f,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,40-49,f,f,t,f,f,2
M,White,t,f,16-30 min,ticket,f,Afternoon,40-49,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,40-49,t,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,50-59,f,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,50-59,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,50-59,f,f,t,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,50-59,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,60 and over,f,f,t,f,f,1
M,White,t,f,16-30 min,ticket,f,Afternoon,60 and over,t,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,f,f,f,f,f,4
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,f,f,f,f,t,1
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,f,f,f,t,f,4
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,f,t,f,f,f,6
M,White,t,f,16-30 min,ticket,f,Early Evening,21 and under,t,f,f,f,f,5
M,White,t,f,16-30 min,ticket,f,Early Evening,22-29,f,f,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Early Evening,22-29,f,f,f,t,f,4
M,White,t,f,16-30 min,ticket,f,Early Evening,22-29,f,f,t,f,f,5
M,White,t,f,16-30 min,ticket,f,Early Evening,22-29,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Early Evening,22-29,t,f,f,f,f,5
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,f,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,f,f,f,t,t,1
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,f,f,t,f,f,2
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,f,t,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Early Evening,30-39,t,f,f,f,f,5
M,White,t,f,16-30 min,ticket,f,Early Evening,40-49,t,f,f,f,f,2
M,White,t,f,16-30 min,ticket,f,Early Evening,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Early Evening,60 and over,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,f,f,f,f,f,12
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,f,f,f,f,t,1
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,f,f,t,f,f,3
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,f,t,f,f,f,8
M,White,t,f,16-30 min,ticket,f,Late Evening,21 and under,t,f,f,f,f,10
M,White,t,f,16-30 min,ticket,f,Late Evening,22-29,f,f,f,f,f,4
M,White,t,f,16-30 min,ticket,f,Late Evening,22-29,f,f,t,f,f,5
M,White,t,f,16-30 min,ticket,f,Late Evening,22-29,f,t,f,f,f,16
M,White,t,f,16-30 min,ticket,f,Late Evening,22-29,t,f,f,f,f,9
M,White,t,f,16-30 min,ticket,f,Late Evening,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,ticket,f,Late Evening,30-39,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Late Evening,30-39,f,f,t,f,f,5
M,White,t,f,16-30 min,ticket,f,Late Evening,30-39,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Late Evening,30-39,t,f,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Late Evening,40-49,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Late Evening,40-49,f,f,t,f,f,2
M,White,t,f,16-30 min,ticket,f,Late Evening,40-49,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Late Evening,40-49,t,f,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Late Evening,50-59,f,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Late Evening,50-59,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Late Evening,50-59,t,f,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Late Evening,60 and over,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,f,f,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,f,f,f,f,t,1
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,f,f,t,f,f,2
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,f,t,f,f,f,4
M,White,t,f,16-30 min,ticket,f,Morning,21 and under,t,f,f,f,f,6
M,White,t,f,16-30 min,ticket,f,Morning,22-29,f,f,f,f,f,7
M,White,t,f,16-30 min,ticket,f,Morning,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Morning,22-29,f,f,t,f,f,5
M,White,t,f,16-30 min,ticket,f,Morning,22-29,f,t,f,f,f,9
M,White,t,f,16-30 min,ticket,f,Morning,22-29,t,f,f,f,f,13
M,White,t,f,16-30 min,ticket,f,Morning,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,ticket,f,Morning,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Morning,30-39,f,f,t,f,f,7
M,White,t,f,16-30 min,ticket,f,Morning,30-39,f,t,f,f,f,5
M,White,t,f,16-30 min,ticket,f,Morning,30-39,t,f,f,f,f,6
M,White,t,f,16-30 min,ticket,f,Morning,40-49,f,f,f,f,f,2
M,White,t,f,16-30 min,ticket,f,Morning,40-49,f,f,f,t,f,2
M,White,t,f,16-30 min,ticket,f,Morning,40-49,f,f,t,f,f,3
M,White,t,f,16-30 min,ticket,f,Morning,40-49,f,t,f,f,f,1
M,White,t,f,16-30 min,ticket,f,Morning,50-59,f,f,f,f,f,3
M,White,t,f,16-30 min,ticket,f,Morning,50-59,f,f,t,f,f,1
M,White,t,f,16-30 min,ticket,f,Morning,50-59,t,f,f,t,f,1
M,White,t,f,16-30 min,ticket,f,Morning,60 and over,f,f,f,f,t,1
M,White,t,f,16-30 min,warn,f,Afternoon,21 and under,f,f,f,f,t,1
M,White,t,f,16-30 min,warn,f,Afternoon,21 and under,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,21 and under,f,f,t,f,f,2
M,White,t,f,16-30 min,warn,f,Afternoon,21 and under,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,22-29,f,f,f,f,f,5
M,White,t,f,16-30 min,warn,f,Afternoon,22-29,f,f,f,t,f,2
M,White,t,f,16-30 min,warn,f,Afternoon,22-29,f,f,t,f,f,2
M,White,t,f,16-30 min,warn,f,Afternoon,22-29,f,t,f,f,f,3
M,White,t,f,16-30 min,warn,f,Afternoon,22-29,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,30-39,f,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,30-39,f,f,t,f,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,30-39,f,t,f,f,f,4
M,White,t,f,16-30 min,warn,f,Afternoon,40-49,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,40-49,f,f,t,f,f,1
M,White,t,f,16-30 min,warn,f,Afternoon,60 and over,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,21 and under,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,21 and under,f,t,f,f,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,22-29,f,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Early Evening,22-29,f,f,t,f,f,2
M,White,t,f,16-30 min,warn,f,Early Evening,30-39,f,t,f,f,f,2
M,White,t,f,16-30 min,warn,f,Early Evening,40-49,f,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,21 and under,f,f,f,f,f,3
M,White,t,f,16-30 min,warn,f,Late Evening,21 and under,f,f,f,t,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,21 and under,f,t,f,f,f,3
M,White,t,f,16-30 min,warn,f,Late Evening,21 and under,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,f,f,f,f,f,6
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,f,f,f,f,t,2
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,f,f,f,t,f,4
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,f,f,t,f,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,f,t,f,f,f,3
M,White,t,f,16-30 min,warn,f,Late Evening,22-29,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,30-39,f,f,t,f,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,40-49,f,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,40-49,f,f,f,t,f,2
M,White,t,f,16-30 min,warn,f,Late Evening,40-49,f,t,f,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,50-59,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,50-59,f,t,f,f,f,1
M,White,t,f,16-30 min,warn,f,Late Evening,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Morning,21 and under,f,f,f,f,f,5
M,White,t,f,16-30 min,warn,f,Morning,21 and under,f,f,t,f,f,1
M,White,t,f,16-30 min,warn,f,Morning,21 and under,f,t,f,f,f,1
M,White,t,f,16-30 min,warn,f,Morning,21 and under,t,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Morning,22-29,f,f,f,f,f,4
M,White,t,f,16-30 min,warn,f,Morning,22-29,f,f,f,f,t,1
M,White,t,f,16-30 min,warn,f,Morning,22-29,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Morning,22-29,f,f,t,f,f,4
M,White,t,f,16-30 min,warn,f,Morning,22-29,f,t,f,f,f,8
M,White,t,f,16-30 min,warn,f,Morning,22-29,t,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Morning,30-39,f,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Morning,30-39,f,f,f,t,f,1
M,White,t,f,16-30 min,warn,f,Morning,30-39,f,f,t,f,f,5
M,White,t,f,16-30 min,warn,f,Morning,30-39,f,t,f,f,f,1
M,White,t,f,16-30 min,warn,f,Morning,30-39,t,f,f,f,f,2
M,White,t,f,16-30 min,warn,f,Morning,50-59,t,f,f,f,f,1
M,White,t,f,16-30 min,warn,f,Morning,60 and over,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,f,Afternoon,21 and under,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,f,Afternoon,21 and under,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Afternoon,22-29,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,f,Afternoon,30-39,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,f,Afternoon,30-39,f,t,t,f,f,1
M,White,t,f,30+ min,arrest,f,Afternoon,30-39,t,f,f,f,f,2
M,White,t,f,30+ min,arrest,f,Afternoon,40-49,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,f,Early Evening,22-29,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,f,Early Evening,30-39,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Early Evening,40-49,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,21 and under,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,21 and under,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,21 and under,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,22-29,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,22-29,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,f,Late Evening,30-39,f,f,f,t,f,2
M,White,t,f,30+ min,arrest,f,Late Evening,30-39,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,f,Late Evening,30-39,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,40-49,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,40-49,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,f,Late Evening,60 and over,f,f,f,f,f,2
M,White,t,f,30+ min,arrest,f,Morning,22-29,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Morning,22-29,f,t,f,f,f,6
M,White,t,f,30+ min,arrest,f,Morning,30-39,f,f,f,f,f,3
M,White,t,f,30+ min,arrest,f,Morning,30-39,f,f,t,f,f,2
M,White,t,f,30+ min,arrest,f,Morning,30-39,f,t,f,f,f,4
M,White,t,f,30+ min,arrest,f,Morning,30-39,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,f,Morning,40-49,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,f,Morning,40-49,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,f,Morning,60 and over,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,t,Afternoon,21 and under,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,t,Afternoon,21 and under,t,f,f,f,f,2
M,White,t,f,30+ min,arrest,t,Afternoon,22-29,f,f,f,t,f,3
M,White,t,f,30+ min,arrest,t,Afternoon,22-29,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,t,Afternoon,30-39,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,t,Afternoon,30-39,f,t,f,f,f,5
M,White,t,f,30+ min,arrest,t,Afternoon,30-39,t,f,f,f,f,3
M,White,t,f,30+ min,arrest,t,Afternoon,50-59,f,t,f,f,f,2
M,White,t,f,30+ min,arrest,t,Afternoon,60 and over,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,21 and under,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,t,Early Evening,21 and under,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,22-29,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,22-29,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,30-39,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,30-39,f,f,f,t,f,3
M,White,t,f,30+ min,arrest,t,Early Evening,40-49,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,40-49,f,t,f,f,f,1
M,White,t,f,30+ min,arrest,t,Early Evening,50-59,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,21 and under,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,21 and under,f,f,f,t,f,5
M,White,t,f,30+ min,arrest,t,Late Evening,21 and under,f,t,f,f,f,5
M,White,t,f,30+ min,arrest,t,Late Evening,21 and under,t,f,f,f,f,4
M,White,t,f,30+ min,arrest,t,Late Evening,22-29,f,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,22-29,f,f,f,t,f,5
M,White,t,f,30+ min,arrest,t,Late Evening,22-29,f,f,t,f,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,22-29,f,t,f,f,f,14
M,White,t,f,30+ min,arrest,t,Late Evening,22-29,t,f,f,f,f,3
M,White,t,f,30+ min,arrest,t,Late Evening,30-39,f,f,f,t,f,15
M,White,t,f,30+ min,arrest,t,Late Evening,30-39,f,f,t,f,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,30-39,f,t,f,f,f,13
M,White,t,f,30+ min,arrest,t,Late Evening,30-39,t,f,f,f,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,40-49,f,f,f,t,f,3
M,White,t,f,30+ min,arrest,t,Late Evening,40-49,f,t,f,f,f,9
M,White,t,f,30+ min,arrest,t,Late Evening,40-49,t,f,f,f,f,5
M,White,t,f,30+ min,arrest,t,Late Evening,50-59,f,f,f,t,f,4
M,White,t,f,30+ min,arrest,t,Late Evening,50-59,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,t,Late Evening,60 and over,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,t,Late Evening,60 and over,f,t,f,f,f,3
M,White,t,f,30+ min,arrest,t,Morning,21 and under,f,f,f,t,f,1
M,White,t,f,30+ min,arrest,t,Morning,21 and under,f,t,f,f,f,4
M,White,t,f,30+ min,arrest,t,Morning,22-29,f,f,f,t,f,7
M,White,t,f,30+ min,arrest,t,Morning,22-29,f,f,t,f,f,2
M,White,t,f,30+ min,arrest,t,Morning,22-29,f,t,f,f,f,4
M,White,t,f,30+ min,arrest,t,Morning,22-29,t,f,f,f,f,4
M,White,t,f,30+ min,arrest,t,Morning,30-39,f,f,f,f,t,1
M,White,t,f,30+ min,arrest,t,Morning,30-39,f,f,f,t,f,2
